waiting_time,radiant_win,radiant_win_chance,radiant_mu,radiant_sigma,dire_mu,dire_sigma,account_id_1,account_id_2,account_id_3,account_id_4,account_id_5,account_id_6,account_id_7,account_id_8,account_id_9,account_id_10
11.5,True,0.5020066963273475,25.534556677754942,6.620229258252808,25.509204554396185,6.685020730555831,26047.0,104147.0,198363.0,184999.0,20803.0,210282.0,46269.0,103042.0,39946.0,185579.0
13.0,True,0.502307381276625,22.562199200651897,6.270854010340962,22.534079191554177,6.319485215160613,321352.0,247584.0,17751.0,103944.0,293037.0,31722.0,42755.0,118251.0,206541.0,54907.0
7.5,True,0.5019986230559426,23.15491855977886,6.398056203689843,23.129572618037376,6.964337875056493,253499.0,161464.0,83137.0,136145.0,31257.0,98139.0,269766.0,315910.0,44075.0,135967.0
14.5,False,0.5037786467896184,28.408273940388387,5.453091691220614,28.3626192800101,6.786917263271258,106844.0,43000.0,102552.0,267888.0,90527.0,49463.0,33516.0,121548.0,223316.0,178616.0
22.5,True,0.5023396109009699,19.795696747296134,7.039509244243455,19.765057883242783,7.1374742976755865,178753.0,133398.0,212620.0,226762.0,36549.0,327783.0,311649.0,259382.0,103376.0,207000.0
15.0,False,0.5045864007655942,28.783483425362647,6.066940916417696,28.72684561012378,6.775895556882207,38805.0,8434.0,106754.0,282286.0,73439.0,273943.0,174940.0,144434.0,36136.0,47714.0
12.0,True,0.5041037857551232,23.696284880885557,6.0456550598958065,23.64641008881143,6.527950454583836,48658.0,279232.0,267340.0,18229.0,295946.0,21129.0,77992.0,91393.0,102473.0,243534.0
9.5,True,0.5086606567885819,25.990558295460314,6.715239017135731,25.879411635313815,7.000631428540222,239116.0,46306.0,222749.0,170494.0,103482.0,99647.0,47024.0,103742.0,41657.0,10805.0
11.0,False,0.5042992577062672,21.083851762721324,5.889071178617498,21.031468212773152,6.838809771734527,122077.0,318605.0,188125.0,321765.0,58184.0,250656.0,6624.0,28728.0,190221.0,247624.0
10.0,True,0.5029294817498665,24.624849398194385,5.450674055732192,24.589128706252957,6.998066112366618,99669.0,283.0,58568.0,86673.0,174596.0,85843.0,96620.0,54847.0,108079.0,132299.0
6.5,True,0.5028059489757963,23.514379517159593,6.344227528478154,23.478702204905133,7.183005568940958,42130.0,160369.0,15349.0,283679.0,11142.0,240428.0,220252.0,275495.0,326439.0,160235.0
31.0,True,0.5065142697061227,30.35692474162917,4.973341209868866,30.285007224790597,5.915590130769155,33145.0,315650.0,103068.0,76047.0,40072.0,23055.0,22731.0,192800.0,49495.0,53758.0
5.0,True,0.5014838784219312,23.622553396438587,7.579667651464482,23.602634571500555,6.9964299046202685,217462.0,56257.0,127965.0,192217.0,124720.0,239222.0,241239.0,122960.0,290369.0,191601.0
7.5,True,0.5023657552122127,23.039611737973615,5.514997165186497,23.012171388776075,5.723642238336738,181239.0,199052.0,30873.0,32295.0,95949.0,37471.0,115069.0,288140.0,210387.0,120152.0
24.0,True,0.5022156016329301,29.51679044630236,5.700712142435883,29.49107784489749,5.875831769122072,53279.0,251183.0,128324.0,169595.0,283400.0,89422.0,183825.0,198447.0,127331.0,80446.0
46.5,True,0.5048259671268891,32.45441428274152,5.391473902062349,32.401492148448924,4.96834884846265,262629.0,9204.0,302875.0,130708.0,35858.0,71145.0,124116.0,56997.0,228563.0,195280.0
8.0,True,0.5020251658007404,24.240250785911847,6.91904007799909,24.214546880612005,6.326577467026528,114282.0,48742.0,86986.0,220538.0,304094.0,188210.0,69612.0,240275.0,8644.0,100512.0
9.5,False,0.5026909466596952,22.420699325375185,7.420930191512123,22.385484212039486,6.661977755231432,121174.0,312249.0,291696.0,64416.0,272173.0,313619.0,16376.0,199481.0,202806.0,85295.0
5.5,True,0.5032644294615224,23.94033613162035,6.893135813121639,23.89864470144179,6.277451104188598,276548.0,287680.0,270022.0,51942.0,328039.0,78874.0,38908.0,39330.0,167224.0,88744.0
19.0,False,0.5019686546044464,22.589153870973952,6.595039371867218,22.563671700371174,7.350983811569202,76279.0,307932.0,182409.0,201005.0,143165.0,290652.0,176462.0,77277.0,162979.0,237885.0
16.5,True,0.5063238209706213,27.771911825730484,6.971368881786113,27.691320494128075,6.646206318759622,303520.0,298873.0,265339.0,16932.0,36524.0,159287.0,141824.0,34146.0,19975.0,201653.0
10.5,True,0.5030183148664995,26.077990020427492,6.248298924526936,26.04225356936231,5.757219892917441,123027.0,56193.0,92405.0,26773.0,260458.0,158833.0,198880.0,43454.0,32200.0,329837.0
34.0,False,0.5052497450916407,31.856444533283018,6.897365684229525,31.791297828938976,6.160121857537726,152646.0,172962.0,65426.0,27070.0,101913.0,165826.0,272257.0,113035.0,111264.0,289005.0
6.5,False,0.5054232061168861,26.024978487882727,7.0987920280522925,25.953256777765958,7.26818262310859,67591.0,156752.0,290436.0,267952.0,268456.0,173091.0,220613.0,172066.0,32795.0,58628.0
7.5,True,0.50500766944689,22.980446939636177,7.565935137825754,22.9127932161222,7.179910679483923,285145.0,241343.0,276258.0,328059.0,268997.0,313613.0,135775.0,230514.0,174051.0,563.0
20.5,True,0.5025675494547522,21.504977553343245,6.972272219261293,21.471748551902685,6.865978455450275,64298.0,106926.0,169367.0,247854.0,16679.0,192356.0,10588.0,184422.0,153215.0,264255.0
10.5,True,0.5042568942680205,21.266923724894994,7.247015701708843,21.212096094002252,6.612221503128973,266651.0,309936.0,223607.0,315685.0,102490.0,61451.0,227158.0,15362.0,319720.0,58901.0
14.5,True,0.5036248436649982,23.17770514121561,7.599979712648648,23.128391333501348,7.368803976621382,275323.0,320897.0,327897.0,83815.0,288488.0,183368.0,292484.0,313429.0,97232.0,155953.0
8.0,False,0.5040824256824478,26.76426208526164,6.1744951658214475,26.71419538000766,6.577387846265978,264192.0,271793.0,169370.0,213456.0,195898.0,122310.0,121040.0,297538.0,207750.0,251001.0
7.5,True,0.5017879188606305,23.220799953291646,7.988732920061256,23.196080772368155,7.268595545722855,2029.0,321376.0,235999.0,302471.0,175690.0,3670.0,255621.0,183771.0,168596.0,257482.0
14.5,True,0.506284925958202,29.54848746664151,6.184466623583006,29.470451351147496,6.795066507978968,329730.0,201176.0,293805.0,259677.0,234468.0,244126.0,304123.0,141603.0,114973.0,185999.0
10.0,False,0.5023772422716648,21.763448069522195,5.847381942446503,21.733311497366792,7.410701931240965,20066.0,193353.0,261578.0,87510.0,133900.0,100729.0,310797.0,71002.0,123457.0,292809.0
12.5,False,0.5070976143924466,22.17672480903089,6.773183325809159,22.085440327124616,6.976169000293044,297376.0,42552.0,313794.0,157864.0,55103.0,153867.0,105344.0,138656.0,289590.0,196988.0
21.5,True,0.5028368455288786,28.89157731331689,6.072724656438991,28.858876150283308,5.59692435802925,66165.0,141433.0,174356.0,282697.0,46137.0,158860.0,17791.0,327203.0,265085.0,60974.0
10.0,True,0.5026532266753871,25.566408172298367,6.683517692280967,25.53317520880353,6.446303575869795,57541.0,264809.0,39146.0,67749.0,146804.0,227596.0,326434.0,84576.0,304057.0,307287.0
10.0,True,0.5046644304348307,27.166055378825025,6.495334497835026,27.10787248340437,6.150659196847358,208328.0,199953.0,235170.0,207904.0,193152.0,202881.0,45368.0,132044.0,13201.0,228331.0
11.0,False,0.5035827691061988,21.746818857489394,6.919107100255353,21.70214183904324,6.251297414794758,279387.0,44459.0,291090.0,299662.0,174879.0,170604.0,150285.0,197206.0,288395.0,4886.0
24.5,False,0.5036664375302613,30.78453430236127,7.10568523236077,30.74112043388321,4.819768587648478,219313.0,137777.0,140434.0,132406.0,220054.0,34492.0,36325.0,231327.0,4444.0,157865.0
8.5,False,0.5041568170813933,26.214950509538863,6.137234079519714,26.164914662514107,6.2736886664913,246349.0,62877.0,203890.0,324573.0,149440.0,136270.0,328532.0,148698.0,299848.0,73167.0
13.5,False,0.502666928143215,27.87145481211299,7.081475654776372,27.83745716709725,6.296383130940078,189876.0,138464.0,295697.0,311122.0,157522.0,95075.0,33552.0,212692.0,8536.0,70478.0
27.0,False,0.5036518363292493,21.109115265363073,7.73285720854656,21.06066135997066,6.438227320520554,139975.0,228712.0,48178.0,233304.0,146483.0,19900.0,31438.0,201818.0,255286.0,215761.0
10.0,False,0.5029493390956034,28.030031789379343,6.9132239572750365,27.993033077316305,6.061113070729213,26075.0,101953.0,125351.0,257485.0,53456.0,190844.0,42349.0,217896.0,109466.0,28173.0
12.5,False,0.5048901022021595,23.52891694294614,7.562537976978264,23.464385245343625,6.6724391695100564,163636.0,289229.0,290486.0,46612.0,231603.0,224156.0,282828.0,178394.0,71462.0,265012.0
6.0,False,0.5011638349411205,22.69977574845182,7.43270339284742,22.684524270290197,6.615168377910129,230675.0,263314.0,295524.0,81163.0,285839.0,26942.0,26318.0,217577.0,253810.0,229944.0
6.5,True,0.5018236070249305,23.02196836832659,7.463218858339966,22.99809677951627,6.575446428689082,277352.0,283711.0,61813.0,172142.0,186176.0,317510.0,312985.0,301896.0,10943.0,176486.0
9.5,False,0.5040945559365742,23.36231923338222,6.449050659789481,23.309630752984987,7.150325959144688,240932.0,165032.0,261218.0,293337.0,251699.0,191024.0,258348.0,61068.0,192455.0,209948.0
7.0,True,0.5051658402287307,27.08479849521843,7.623747095180004,27.020821194905743,5.069688021879668,82254.0,135059.0,184429.0,292981.0,92441.0,39293.0,313618.0,210866.0,142126.0,16103.0
9.0,True,0.5046349407525099,25.20434512055006,6.069363268233897,25.147276688026814,6.8385785623730655,123773.0,223746.0,186472.0,250430.0,1166.0,85735.0,206155.0,60443.0,183724.0,272813.0
12.5,False,0.5035649393766953,24.066108269335807,6.241357883159054,24.02289099154642,6.1374517088912075,45011.0,195686.0,279524.0,329699.0,261705.0,161393.0,301072.0,151165.0,229078.0,79702.0
9.5,True,0.503465380553947,27.394933574618534,6.246575524637519,27.352636823651785,6.4263699271395085,136196.0,62928.0,164333.0,146258.0,304196.0,56806.0,177747.0,90600.0,40962.0,280972.0
11.5,False,0.5039187788772921,28.76583735592692,5.972094325465902,28.717778297213542,6.7395989182139004,160564.0,48887.0,52983.0,308771.0,149740.0,11678.0,95666.0,260223.0,312420.0,246800.0
5.5,False,0.5047096980001464,24.938562274145685,6.620104547741341,24.882492603773812,5.717652178143752,142025.0,202444.0,80596.0,273777.0,109660.0,145775.0,278292.0,106353.0,304247.0,263785.0
12.5,True,0.4924349744231161,26.445173821807636,6.438625364556036,26.531588959817103,4.533526796901918,225822.0,186083.0,119241.0,187815.0,118944.0,81064.0,76095.0,14580.0,136270.0,18725.0
7.0,True,0.5021184210890488,27.134650209492648,7.571378508113559,27.106547709275944,6.743689164131573,306624.0,119311.0,37850.0,324326.0,234867.0,210487.0,158815.0,158994.0,79814.0,136752.0
18.0,True,0.5057981123511186,19.63696217998476,6.439024589076225,19.563494420989905,6.943289108733688,270588.0,21502.0,41780.0,182741.0,72433.0,154592.0,31122.0,188286.0,226787.0,134078.0
12.5,False,0.5045420743465496,25.956910694744135,6.9888762557599,25.896723979275208,7.3886405898909615,310055.0,315549.0,86398.0,304290.0,69494.0,177342.0,279173.0,26314.0,39981.0,45385.0
6.0,True,0.502317431840354,26.492846489634257,7.5661341700001845,26.46132228104903,7.2636908780485205,323674.0,278139.0,206735.0,165946.0,107021.0,258948.0,142342.0,322033.0,219461.0,122719.0
9.5,False,0.5021626361958276,23.402529819380323,7.466623269541966,23.37383989028099,6.974451501430999,219789.0,90295.0,46066.0,50843.0,90821.0,282381.0,57248.0,101271.0,52371.0,213689.0
9.5,False,0.5038166698292217,25.885849592729876,5.929506630066894,25.84135248276595,6.009396138447883,172429.0,130045.0,13357.0,253546.0,9573.0,78520.0,102385.0,91198.0,34742.0,62412.0
8.5,True,0.502579089343216,25.03747051525452,6.272008169802323,25.006297138108977,6.25262800018608,135714.0,19520.0,205921.0,105414.0,247.0,279702.0,108214.0,65584.0,138891.0,238141.0
9.0,False,0.5068971775770037,23.030913997600912,7.2645199456056515,22.946758712524918,5.31924114752149,330376.0,299215.0,156318.0,146672.0,188035.0,19678.0,106478.0,137362.0,179627.0,104745.0
20.0,False,0.5021173290281458,21.3178413132378,5.918022397570487,21.2917827375973,6.959217163149416,182922.0,21076.0,133827.0,279105.0,156231.0,97829.0,245920.0,46135.0,120091.0,130665.0
27.0,True,0.5067114555978427,32.41822198145029,6.079232131867192,32.33759359805096,6.389304041108132,244879.0,30838.0,17966.0,57810.0,230564.0,145620.0,293530.0,69807.0,68508.0,33877.0
18.5,False,0.5018308830239915,21.945567352316004,6.956680699750957,21.921307830375675,7.4691598824808665,202653.0,197897.0,112193.0,287983.0,118871.0,83521.0,257293.0,201882.0,290360.0,239241.0
15.5,True,0.5059214403189609,28.07650151238112,5.829093211282517,28.007800808918127,5.603225947812648,172494.0,101383.0,217721.0,280893.0,117361.0,223919.0,278469.0,178246.0,215872.0,27998.0
21.0,False,0.5041814591967264,29.95029603486891,6.550126434527795,29.8986063274188,6.415385006950761,123368.0,24670.0,89507.0,261256.0,183192.0,161979.0,104538.0,155768.0,3132.0,208833.0
11.5,False,0.5030599112611421,23.449079911970678,7.471648158606668,23.408180298521515,7.078893433798282,123524.0,201385.0,288433.0,147577.0,214974.0,316367.0,145428.0,183828.0,267499.0,225603.0
10.5,False,0.5058380625020065,22.71122124546479,6.332059823006102,22.641621301799297,5.928565791025217,179481.0,92518.0,52722.0,214881.0,56631.0,88734.0,101394.0,265420.0,291975.0,41435.0
8.5,True,0.5022672275874214,26.807232771098022,7.789389177589275,26.776247057282202,7.232955887665449,43328.0,244374.0,250698.0,307378.0,279802.0,29476.0,161894.0,201895.0,121403.0,274745.0
18.5,False,0.503779086435512,21.72392354589479,7.290654346558908,21.67466664238473,6.745178772011529,322330.0,6011.0,111655.0,228009.0,188229.0,279278.0,75652.0,302603.0,45950.0,198825.0
15.0,True,0.5035221120561426,23.702289244127314,6.5692846738285136,23.65691398122719,7.266694781289328,175575.0,201243.0,190676.0,126240.0,171609.0,181278.0,11822.0,52283.0,194174.0,307534.0
7.0,False,0.5073078071662191,25.711996927526023,6.125700539223135,25.627573522117864,5.327772896985595,57143.0,257530.0,214866.0,136994.0,40775.0,83413.0,250695.0,149859.0,30692.0,85869.0
10.0,True,0.5039214170221623,26.24383522837571,7.027301985492758,26.193642818818017,6.637776355160085,238196.0,1669.0,285082.0,308322.0,81980.0,264179.0,116520.0,176161.0,216434.0,286644.0
11.5,False,0.5307699282177547,26.835266625768075,5.967709705144973,26.446034414765013,7.192702675444973,41312.0,106097.0,28511.0,183293.0,83761.0,223877.0,289003.0,60864.0,294465.0,245973.0
7.5,False,0.5053694595998001,26.700413750189377,6.638328616534677,26.632543131522503,6.605148641185795,297982.0,37980.0,258705.0,58894.0,246390.0,300802.0,163408.0,69327.0,225713.0,93662.0
11.0,False,0.5046783909574281,28.529970560892213,5.86227522123728,28.47451272182227,6.0322610272055766,258195.0,96962.0,151380.0,27583.0,101915.0,147788.0,318861.0,286324.0,87371.0,46834.0
8.0,False,0.5055247092362428,25.67632470778848,6.759729245318375,25.606224184197156,6.728820334562191,13118.0,238567.0,120066.0,257882.0,243504.0,150327.0,71162.0,100998.0,170610.0,55575.0
10.5,False,0.5027130796130865,25.804046662877262,7.5956699441998845,25.76993271969637,5.496453006537867,36911.0,310647.0,154038.0,292169.0,62576.0,162004.0,272107.0,71606.0,30401.0,260211.0
84.0,True,0.5064405978164691,33.147700800491364,5.71829058375027,33.07164073469475,6.460381615535768,39608.0,194820.0,21858.0,49890.0,33983.0,211938.0,181673.0,316970.0,221067.0,63471.0
6.5,True,0.5022751901981921,26.66587038603222,6.698723895559679,26.636941832873333,6.790222237351247,159880.0,230858.0,316383.0,230874.0,139406.0,108992.0,132987.0,260632.0,269106.0,275514.0
8.0,True,0.5044665473917103,25.014259873656464,6.515165904667871,24.95903869237533,6.350464273373471,114283.0,27018.0,122422.0,76381.0,285734.0,123760.0,133807.0,186193.0,128802.0,47902.0
12.0,False,0.5109484794614798,21.39658535001027,7.066406244501443,21.26276169900581,5.456199845500022,227906.0,296458.0,29841.0,293209.0,311710.0,31035.0,276735.0,153215.0,197662.0,157377.0
13.5,True,0.5051743571170291,27.477142562124072,6.807572692477054,27.413002207848976,5.898843830160947,298150.0,254388.0,190704.0,23210.0,6168.0,280350.0,129881.0,235360.0,249209.0,156703.0
6.0,False,0.5038328550534766,24.105340533140932,7.159937471241086,24.0571703150434,6.143772384506416,25989.0,316166.0,203784.0,324691.0,279358.0,26399.0,286935.0,69134.0,141459.0,148888.0
62.0,True,0.5015597610325122,32.19468169425768,5.8013956409075815,32.17581350102874,6.78506929972574,291689.0,65282.0,205498.0,21518.0,191559.0,67203.0,8121.0,284464.0,272963.0,137280.0
11.5,True,0.5039181428802152,25.757001700902116,6.814071764139904,25.70919702709649,5.753232457122689,64285.0,211786.0,118190.0,219071.0,235039.0,260157.0,169369.0,90332.0,141787.0,65620.0
16.5,True,0.5038900781507955,22.23775936990316,7.177648507002039,22.18791532607281,6.501059210999681,79866.0,243190.0,72459.0,304662.0,114643.0,220110.0,314820.0,157632.0,113975.0,168992.0
13.0,True,0.5025293322286016,21.593430085770443,7.256265319823159,21.56060261048228,6.728227382018279,190945.0,42111.0,223589.0,297828.0,248718.0,21080.0,122845.0,128153.0,216101.0,176561.0
9.0,False,0.5050171748488992,21.894599202029376,6.6667001468572655,21.829211172181544,7.344624018730122,95384.0,179722.0,105058.0,79520.0,167851.0,113853.0,330480.0,81194.0,93654.0,18509.0
18.5,False,0.5040825662696107,30.199081257336132,6.7442274009365875,30.148954320387766,5.915810067216894,297611.0,116737.0,29073.0,256415.0,224366.0,254485.0,293221.0,268163.0,6395.0,8217.0
9.5,True,0.5029705868376817,24.725318150294036,6.717787232515255,24.68798395997717,6.681482909429402,25144.0,298953.0,328810.0,40066.0,183822.0,155266.0,37885.0,119432.0,49239.0,78709.0
26.5,False,0.5044177636055929,19.380086518451908,6.815393267968668,19.324029857193285,6.750927237524508,276702.0,20213.0,184962.0,78212.0,117520.0,246265.0,129668.0,135393.0,225635.0,52702.0
9.0,True,0.5029150227204462,25.03270125187347,6.151559142526121,24.99642248093463,6.873359064765008,62030.0,38633.0,39632.0,149669.0,2096.0,308599.0,56163.0,211631.0,197676.0,109081.0
7.5,True,0.5024693039042557,24.22854639896488,5.892169270012053,24.198149905196416,6.548072096338244,116537.0,237224.0,218469.0,177757.0,123294.0,18736.0,92640.0,5167.0,159043.0,245079.0
